ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
26N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
27N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
28N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
29N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
30N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
31N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
32N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
33N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
34N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
35N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
36N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
37N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
38N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
39N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
40S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
41N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
42S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
43N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
44S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
45N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
46S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
47N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
48S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
49N 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
50S 203 LYNNVIEW RD SE,Residential,OGDEN,"M-C1,S-R","MULTIPOLYGON (((-114.0222952 50.9998014, -114.0225113 50.9999384, -114.0225581 50.99977, -114.0225865 50.9995983, -114.022602 50.9995042, -114.0224444 50.9994244, -114.0226497 50.9993349, -114.0227433 50.9987435, -114.0225888 50.9984673, -114.0226989 50.9983446, -114.0226674 50.998062, -114.022585 50.9978562, -114.022814 50.9975693, -114.0228323 50.9975463, -114.0228249 50.9975417, -114.0225372 50.9973635, -114.022549 50.9973285, -114.0224714 50.9974141, -114.0224499 50.9974378, -114.0224024 50.9974901, -114.0215057 50.9971663, -114.0215532 50.997114, -114.0213164 50.9970285, -114.0212645 50.9970097, -114.0211135 50.9975312, -114.0210952 50.9975994, -114.0210799 50.997668, -114.0210655 50.9977497, -114.0210552 50.9978316, -114.0210491 50.9979137, -114.0210471 50.9979959, -114.0210502 50.9994725, -114.0210505 50.9996205, -114.0213478 50.9996266, -114.0213509 50.9995664, -114.0222571 50.999585, -114.0222475 50.9997712, -114.0222952 50.9998014)))"
