ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
74V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
75V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
76V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
77V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
78V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
79V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
80V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
81V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
82V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
83V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
84V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
85V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
86V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
87V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
88V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
89V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
90V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
91V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
92V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
93V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
94V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
95V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
96V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
97V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
98V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
99V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
100V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
101V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
102V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
103V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
104V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
105V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
106V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
107V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
